Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
162941,Heir to the Glimmering World,Cynthia Ozick,"Ozick, Cynthia",,"=""0618618805""","=""9780618618804""",2,3.13,Mariner Books,Paperback,336,2005,2004,2009/06/23,2008/06/27,book-club,book-club (#87),read,"It was overly long. Or rather, the overly descriptive language, which might have worked in a short story, dragged a novel down to an excruciating pace. The characters were interesting - or maybe they were simply pointlessly quirky. And none of them were particularly likable. ",,,1,,,0,,,,,
24100,The Golden Notebook,Doris Lessing,"Lessing, Doris",,"=""006093140X""","=""9780060931407""",2,3.76,Harper Perennial Modern Classics,Paperback,640,1999,1962,2009/05/12,2008/07/10,book-club,book-club (#96),read,"Five novels, for the price of one.<br/><br/>The book was a slog for the both of us, and both the politics and the feminism came across as dated. The structure of the book was interesting though, although trying to reconcile its separate parts made my head hurt. Some of the notebooks were obviously more fictional than others, or rather, some were the fictional creations of fictional characters. But it was not obvious which ones were which. Was the Free Women story the 'truth', narrated by Doris Lessing, against which the other stories were diverging? Or was Free Women just another novel written by Anna?",,,1,,,0,,,,,
27003,"The Eyre Affair (Thursday Next, #1)",Jasper Fforde,"Fforde, Jasper",,"=""0142001805""","=""9780142001806""",4,3.88,Penguin Group,Paperback,374,2003,2001,2009/06/09,2008/07/10,book-club,book-club (#97),read," We found it a clever romp (as long as you didn't try to make sense of it). I missed a number of the puns that other people got, and we all wondered if there were other jokes that we missed as non-Britishers.<br/>",,,1,,,0,,,,,
227751,Affliction,Russell Banks,"Banks, Russell",,"=""0060920076""","=""9780060920074""",2,3.99,Harper Perennial,Paperback,368,1990,1989,2009/04/28,2008/06/27,book-club,book-club (#85),read,"The book was not well received. It was depressing, of a sort that we've been inundated with lately - the down on his luck loser and the terrible things that happen to him. It was a struggle to find a sympathetic character to identify with. And after 600-some pages of build-up, it almost came as a relief that Wade didn't leave more bodies on the ground as he fled the town.",,,1,,,0,,,,,
1528410,Night Train to Lisbon,Pascal Mercier,"Mercier, Pascal",Barbara Harshav,"=""0802118585""","=""9780802118585""",3,3.73,Grove Press,Hardcover,496,2007,2004,2011/01/11,2008/04/12,book-club,book-club (#75),read,"A wide divergence of opinion, from a great appreciation of the philosophical parts, to a disgust, coupled with the thought that anyone who got anything out of the book was self-delusional. I found it difficult to accept high-school students learning Latin, let alone ancient Greek or Hebrew. But in Europe, maybe they still do. And they read philosophy in high school, which we wouldn't dream of doing here.",,,1,,,0,,,,,
3398625,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,David Grann,"Grann, David",,"=""0385513534""","=""9780385513531""",3,3.86,Doubleday/Random House (NY),Hardcover,339,2009,2009,2011/05/10,2009/03/09,book-club,book-club (#98),read,"Lively discussions, even if they kept circling back to the opinion that these explorer people were completely and utterly crazy. And Fawcett maybe even more so than the rest of them.",,,1,,,0,,,,,
4078927,Little Bee,Chris Cleave,"Cleave, Chris",,"=""038566530X""","=""9780385665308""",3,3.71,Bond Street Books,Hardcover,288,2009,2008,2011/04/12,2009/03/09,book-club,book-club (#99),read,"Not as disturbing as it might have been, considering the subject matter. According to some, not as disturbing as it should have been. But the author might have toned down the atrocities on purpose, to give it a wider readership. It is most evidently a book with a PURPOSE, intending to expose the public (the British public, primarily) to the injustices visited upon refugees in that country.<br/><br/>The characterizations of Sarah and Little Bee felt plausible and were distinctive. Our Brit thought that Sarah was spot on for her own demographic, a middle class, London-area suburban English woman, almost to the point of caricature. And Lawrence was a typical Home Office minion.<br/><br/>Even those who liked the book found the ending a bit tacked-on, as if he had been at a loss how to wrap it up.",,,1,,,0,,,,,
6192,Disgrace,J.M. Coetzee,"Coetzee, J.M.",,"=""0143036378""","=""9780143036371""",2,3.84,Penguin Books,Paperback,220,2005,1999,2006/10/24,2008/03/29,book-club,book-club (#20),read,"'Interesting' and 'challenging'. It was a difficult book to read. Depressing to watch everything possible go wrong, with a sense that none of the characters had the power or the will to change matters. There was no resolution, and not much in the way of character development, and we struggled desparately to find some small measure of redemption in the book. And where was the disgrace of the title anyway. David's affair with the student wasn't all that bad. Lucy's rape? (Carolyn admitted that she had been involved in a scandal at the U of Montana 4 decades ago, when she, a graduate student, had an affair with a prof. But they've now been married for 40 years, so one can say that it all worked out.)",,,1,,,0,,,,,
15096,Five Quarters of the Orange,Joanne Harris,"Harris, Joanne",,"=""0060958022""","=""9780060958022""",0,3.86,Harper Perennial,Paperback,307,2002,2001,,2008/04/12,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
28935,Intuition,Allegra Goodman,"Goodman, Allegra",,"=""0385336101""","=""9780385336109""",4,3.33,Dial Press,Paperback,385,2007,2006,2009/03/10,2008/07/10,book-club,book-club (#94),read,,,,1,,,0,,,,,
3257136,Dewey: The Small-Town Library Cat Who Touched the World,Vicki Myron,"Myron, Vicki",Bret Witter,"=""0446407410""","=""9780446407410""",3,3.87,Grand Central Publishing,Hardcover,277,2008,2008,2009/03/09,2009/01/07,,,read,,,,1,,,0,,,,,
2281608,"Death's Half Acre (Deborah Knott Mysteries, #14)",Margaret Maron,"Maron, Margaret",,"=""044619610X""","=""9780446196109""",3,3.97,Grand Central Publishing,Hardcover,272,2008,2008,2009/02/18,2008/07/19,mystery,mystery (#6),read,,,,1,,,0,,,,,
141565,This Is Your Brain on Music: The Science of a Human Obsession,Daniel J. Levitin,"Levitin, Daniel J.",,"=""0525949690""","=""9780525949695""",3,3.87,Dutton Adult,Hardcover,314,2006,2006,2009/01/27,2008/06/27,book-club,book-club (#83),read,,,,1,,,0,,,,,
213233,Better: A Surgeon's Notes on Performance,Atul Gawande,"Gawande, Atul",,"=""0805082115""","=""9780805082111""",3,4.24,Metropolitan Books,Hardcover,273,2007,2007,2009/01/11,2008/07/10,book-club,book-club (#92),read,,,,1,,,0,,,,,
126049,A Sense of the World: How a Blind Man Became History's Greatest Traveler,Jason Roberts,"Roberts, Jason",,"=""0007161069""","=""9780007161065""",3,4.10,Harper,Hardcover,382,2006,2005,2009/01/07,2008/04/12,,,read,,,,1,,,0,,,,,
16703,The Yiddish Policemen's Union,Michael Chabon,"Chabon, Michael",,"=""0007149824""","=""9780007149827""",4,3.71,HarperCollins,Hardcover,414,2007,2007,2008/12/09,2008/07/10,book-club,book-club (#91),read,,,,1,,,0,,,,,
46756,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,"Atwood, Margaret",,"=""0385721676""","=""9780385721677""",3,4.01,Anchor Books,Paperback,389,2004,2003,2008/11/25,2008/06/27,book-club,book-club (#82),read,,,,1,,,0,,,,,
75,Uncommon Carriers,John McPhee,"McPhee, John",,"=""0374280398""","=""9780374280390""",4,3.95,Farrar Straus Giroux,Hardcover,248,2006,2006,2008/11/11,2008/07/10,book-club,book-club (#90),read,,,,1,,,0,,,,,
142900,The Master Butchers Singing Club,Louise Erdrich,"Erdrich, Louise",,"=""0060837055""","=""9780060837051""",4,4.05,Harper Perennial,Paperback,416,2016,2003,2008/10/14,2008/07/10,book-club,book-club (#89),read,,,,1,,,0,,,,,
3231603,Cheating at Canasta,William Trevor,"Trevor, William",,"=""0143114069""","=""9780143114062""",4,3.82,Penguin Books,Paperback,240,2008,2007,2008/10/03,2008/04/12,,,read,,,,1,,,0,,,,,
3109,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,"Pollan, Michael",,"=""1594200823""","=""9781594200823""",5,4.18,The Penguin Press,Hardcover,450,2006,2006,2008/09/09,2008/07/10,book-club,book-club (#88),read,,,,1,,,0,,,,,
1609581,The Apostate's Tale (Sister Frevisse #17),Margaret Frazer,"Frazer, Margaret",,"=""0425219240""","=""9780425219249""",3,4.11,Berkley Hardcover,Hardcover,320,2008,2007,2008/08/23,2008/07/19,mystery,mystery (#9),read,,,,1,,,0,,,,,
228303,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""""","=""""",4,4.13,Dell Laurel-Leaf,Mass Market Paperback,179,1994,1993,2008/08/14,2008/07/02,,,read,,,,1,,,0,,,,,
470501,The Road to Martyrs' Square: A Journey Into the World of the Suicide Bomber,Anne Marie Oliver,"Oliver, Anne Marie",Paul F. Steinberg,"=""0195305590""","=""9780195305593""",2,3.69,"Oxford University Press, USA",Paperback,214,2006,2005,2008/08/12,2008/04/12,,,read,,,,1,,,0,,,,,
413999,"Hard Row (Deborah Knott Mysteries, #13)",Margaret Maron,"Maron, Margaret",,"=""0446582433""","=""9780446582438""",4,4.01,Grand Central Publishing,Hardcover,320,2007,2007,2008/07/20,2008/04/12,mystery,mystery (#4),read,,,,1,,,0,,,,,
18839,Orlando,Virginia Woolf,"Woolf, Virginia",,"=""0141184272""","=""9780141184272""",0,3.86,Penguin Classics,Paperback,272,2000,1928,,2008/07/19,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
920883,The Sands of Windee (Inspector Napoleon Bonaparte #2),Arthur W. Upfield,"Upfield, Arthur W.",,"=""0684185024""","=""9780684185026""",2,3.90,Scribner Book Company,Paperback,217,1985,1931,2008/07/18,2008/04/12,mystery,mystery (#5),read,"Interesting for the view it gives of life in the Australian outback in the first half of the 20th century, but not terribly compelling as a mystery.  The author is overly parsimonious with clues, letting his protagonist learn facts that are not shared with the readers until the end of the book.  The book also contains a good many ethnic stereotypes that are jarring to modern sensibilities.",,,1,,,0,,,,,
3102,Howards End,E.M. Forster,"Forster, E.M.",,"=""0486424545""","=""9780486424545""",4,3.96,Dover Publications,Paperback,246,2002,1910,2008/07/12,2008/05/10,classics,classics (#9),read,,,,1,,,0,,,,,
126712,Lincoln's Greatest Speech: The Second Inaugural,Ronald C. White Jr.,"Jr., Ronald C. White",,"=""0743299620""","=""9780743299626""",4,4.14,Simon  Schuster,Paperback,256,2006,2002,2008/07/11,2008/04/12,,,read,,,,1,,,0,,,,,
386043,The Gum Thief,Douglas Coupland,"Coupland, Douglas",,"=""1596911069""","=""9781596911062""",0,3.50,Bloomsbury Publishing PLC,Hardcover,275,2007,2007,,2008/07/10,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
22463,The Origin of Species,Charles Darwin,"Darwin, Charles",,"=""0785819118""","=""9780785819110""",0,3.98,Castle Books,Hardcover,703,2004,1859,,2008/07/09,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
776291,Surviving the Death of a Sibling: Living Through Grief When an Adult Brother or Sister Dies,T.J. Wray,"Wray, T.J.",,"=""0609809806""","=""9780609809808""",3,4.26,Harmony,Paperback,247,2003,2003,2008/07/07,2008/06/18,,,read,"I found myself lost in a foreign land, and read this book looking for a roadmap to get me to through to the other side.<br/><br/>My expectations were unrealistic.  There are no maps to this new land.",,,1,,,0,,,,,
588002,A Very Long Engagement,Sébastien Japrisot,"Japrisot, Sébastien",Linda Coverdale,"=""0452272971""","=""9780452272972""",5,3.90,Plume,Paperback,327,1994,1991,2008/06/18,2008/06/14,book-club,book-club (#80),read,,,,1,,,0,,,,,
139069,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,"Lansing, Alfred",,"=""078670621X""","=""9780786706211""",3,4.40,Carroll & Graf Publishers,Hardcover,282,1959,1959,2008/06/05,2008/06/01,book-club,book-club (#79),read,"The story itself was fascinating.  Reading of how Shackleton and his men learned to cope with spending the winter adrift on the ice was intriguing.<br/><br/>This telling of the story, however, was not great.  The attempts at building suspense fell flat.  And, since the author wanted to present the historical facts as a struggle of man against nature, he tended to give a certain slant to things.  The men of the expedition (most of them anyway) came out bigger and more noble than the norm.  And nature tended to be portrayed as evil.  The orcas were sinister, the seal leopards ugly, and the mountain ridges wicked.  And I'm not sure how much trust I can put in the extrapolations that he made - where he described people's thoughts and motives.<br/><br/>Also, the edition that I read was released to be sold in Christian bookstores.  So I couldn't escape the niggling suspicion that it had been re-edited to present a more 'Christian' viewpoint.<br/><br/>",,,1,,,0,,,,,
3679,On Beauty,Zadie Smith,"Smith, Zadie",,"=""0143037749""","=""9780143037743""",4,3.74,Penguin Books,Paperback,445,2006,2005,2008/05/12,2008/04/25,book-club,book-club (#77),read,"Interesting characters, thrown together to interact in interesting ways.  A thoughtful book, concerning itself more with class than with race.  And above all, with beauty.<br/><br/>Time and again in this novel, the characters are overcome with the beauty of music, of art, of language, and, yes, of the human form.<br/><br/>I was enjoying the book, just reading along and minding my own business, when I suddenly slipped down a rabbit hole and found myself inside of [book: Howard's End].  Then I re-read the first couple of chapters and belatedly realized that that's where I'd been through the entire book.  It was actually a bit distracting, because for the second half of the book I kept watching for [book: Howard's End] to resurface. <br/><br/>I have a quibble about the language.  It seems as if she was trying for American, and didn't quite make it.  So the book ended up as a British/American hybrid.  Thus you have Howard searching out a <i>bathroom</i> in England, while in the States announcements come out over a <i>tannoy</i>.",,,1,,,0,,,,,
5826,Bel Canto,Ann Patchett,"Patchett, Ann",,"=""0060838728""","=""9780060838720""",3,3.93,Harper Perennial,Paperback,352,2005,2001,2004/11/23,2008/04/12,book-club,book-club (#16),read,"Reactions were mixed. Everyone appreciated the rich characterizations, but some felt that the book as a whole had no point. Carolyn noted that the discussion itself, polite, tidy, languorous, but definately not passionate, seemed to model itself on the book being discussed.<br/>",,,1,,,0,,,,,
977268,Too Close to the Falls,Catherine Gildiner,"Gildiner, Catherine",,"=""014200040X""","=""9780142000403""",0,3.89,Penguin Books,Paperback,400,2002,1999,,2008/04/12,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
261312,Lewis and Clark Through Indian Eyes,Alvin M. Josephy Jr.,"Jr., Alvin M. Josephy",Marc Jaffe,"=""1400042674""","=""9781400042678""",0,3.59,Knopf,Hardcover,224,2006,2006,,2008/04/12,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
9356,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0349113467""","=""9780349113463""",4,3.97,Abacus,Paperback,279,2001,2000,2004/05/11,2008/03/29,book-club,book-club (#13),read,"Liked the book, interesting, but not life-changing.",,,1,,,0,,,,,
15744,Seabiscuit: An American Legend,Laura Hillenbrand,"Hillenbrand, Laura",,"=""0307209458""","=""9780307209450""",4,4.22,Debate,Paperback,496,2004,1999,2004/05/25,2008/04/12,book-club,book-club (#18),read,Pretty outstanding for a book about a horse.,,,1,,,0,,,,,
13839,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,"Pollan, Michael",,"=""0375760393""","=""9780375760396""",4,4.05,Random House Trade Paperbacks,Paperback,297,2002,2001,2004/06/08,2008/03/29,book-club,book-club (#12),read,A bunch of liberals venting over greed corporations and politics. We need to get some Republicans to come to get a different viewpoint.,,,1,,,0,,,,,
4248,The Da Vinci Code,Dan Brown,"Brown, Dan",,"=""1400079179""","=""9781400079179""",1,3.86,Anchor,Paperback,489,2006,2003,2004/06/27,2008/03/29,,,read,"t actually got boring about halfway through, watching the protagonists once again escape the bad guys by a hair, and find yet another puzzle to be solved.",,,1,,,0,,,,,
471659,The Red House Mystery,A.A. Milne,"Milne, A.A.",,"=""1419180010""","=""9781419180019""",2,3.67,Kessinger Publishing,Paperback,208,2004,1922,2004/07/13,2008/03/29,"book-club, mystery","book-club (#11), mystery (#1)",read,"Supposedly the book that triggered the 'Golden Age' of mysteries. We found fault with it, possibly because so much of what came after was better.",,,1,,,0,,,,,
14249,Prodigal Summer,Barbara Kingsolver,"Kingsolver, Barbara",,"=""0060959037""","=""9780060959036""",4,4.00,Harper Perennial,Paperback,444,2001,2000,2004/08/10,2008/03/29,book-club,book-club (#10),read,"Everyone loved it. The only teensy quibble was that the teen-aged nephew was wise beyond his years, uh, hormones.",,,1,,,0,,,,,
4584,Everything Is Illuminated,Jonathan Safran Foer,"Foer, Jonathan Safran",,"=""0141008253""","=""9780141008257""",2,3.90,Penguin Group,Paperback,276,2003,2002,2004/09/14,2008/03/29,book-club,book-club (#9),read,"Some people loved it, some hated it, some liked parts and hated others. Best quote: ""Willy Wonka meets Schindler's List"".",,,1,,,0,,,,,
37415,Their Eyes Were Watching God,Zora Neale Hurston,"Hurston, Zora Neale",,"=""0061120065""","=""9780061120060""",4,3.93,Amistad,Paperback,219,2006,1937,2004/09/28,2008/03/29,book-club,book-club (#8),read,"Well, its a classic, right, so you have to love it. Well, maybe. Was it a feminist novel, or a black one? Is it great literature? Did it have to have been written in dialect? (Bruce says that the speech and the characters were true to what he remembers of the south of his youth.) Why does it resonate so deeply with young materialistic women of the present day?",,,1,,,0,,,,,
6900,Tuesdays with Morrie,Mitch Albom,"Albom, Mitch",,"=""0751529818""","=""9780751529814""",3,4.11,Warner,Paperback,210,2000,1997,2004/10/26,2008/03/29,book-club,book-club (#7),read,"a feel-good, (touchy-feely) book. But being critcal people, we proceeded to criticise. From there we wandered to how sequestered we have become from death, to how those dying face it, how the survivers deal with it, and what is going to happen when the baby boomers start dying. Evidentially the head librarian kicked us out so he could close up.",,,1,,,0,,,,,
16035,When the Elephants Dance,Tess Uriza Holthe,"Holthe, Tess Uriza",,"=""0142002887""","=""9780142002889""",3,4.04,Penguin Group,Paperback,368,2003,2002,2004/11/09,2008/04/12,book-club,book-club (#17),read,,,,1,,,0,,,,,
4477,Complications: A Surgeon's Notes on an Imperfect Science,Atul Gawande,"Gawande, Atul",Susanne Kuhlmann-Krieg,"=""0312421702""","=""9780312421700""",4,4.26,Picador USA,Paperback,270,2003,2002,2005/01/25,2008/03/29,book-club,book-club (#4),read,"Carolyn _liked_ it. I personally thought it was well-written, and taught me a lot, and generated a lot more discussion than could fit into an hour and a half. I also got to hear a lot more than I wanted to about other people's operations, IN WHICH THEY WERE NOT UNCONSCIOUS.",,,1,,,0,,,,,
16204,Daisy Miller,Henry James,"James, Henry",,"=""1592243002""","=""9781592243006""",4,3.37,Wildside Press,Paperback,164,2003,1878,2005/02/08,2008/03/29,book-club,book-club (#3),read,"It was hard for us to comprehend what the deal was about Daisy's disregard for convention. But we could see how young Iranian women would be attracted by it, and deem it as courage.",,,1,,,0,,,,,
862246,The House On Mango Street,Sandra Cisneros,"Cisneros, Sandra",,"=""0934770204""","=""9780934770200""",4,3.65,Arte Publico Press,Unknown Binding,103,,1984,2005/02/08,2008/03/29,book-club,book-club (#2),read,"Darcy showed up from the other group, as well as some ladies my age who came because of 'Everybody Reads'. It was quite different - almost more a long poem than a novel. I ended up thinking that I'd read it too quickly, and needed to do it again, with spaces between the chapters.<br/><br/>A lot of new people, including a couple of students who were reading it in Spanish, and a subdued discussion. (Carolyn, who was not there, sent word that she actually liked it!)",,,1,,,0,,,,,
2865,Girl with a Pearl Earring,Tracy Chevalier,"Chevalier, Tracy",,"=""0452287022""","=""9780452287020""",3,3.89,Plume/Penguin,Paperback,233,2005,2000,2005/03/22,2008/04/12,book-club,book-club (#15),read,"Reaction was mixed. Some liked it, and revelled in the visual 'painterliness' of it (chiefly, the sighted), while others viewed it as a Harlequin romance with a bit of history thrown in (chiefly, the blind). We talked about the limitations, and advantages, of a first-person narration, and the difficulties of taking our present-day fixation with romance and marriage for love and inserting it in a time when marriage was a contract for survival, how difficult it is to write convincingly in the voice of a child, and how hard it is to know when, and how, to stop writing.",,,1,,,0,,,,,
45546,Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,Stephen E. Ambrose,"Ambrose, Stephen E.",,"=""074347788X""","=""9780743477888""",4,4.20,Simon & Schuster,Paperback,592,2003,1996,2005/04/26,2008/03/29,book-club,book-club (#42),read,"We were all struck by the character of Jefferson, more so than that of Lewis and Clark. But then, Lewis and Clark were portrayed with the obligatory warts (especially when you factor in the obligatory political correctness), while Jefferson wasn't subjected to such treatment. It made us want to read a not so flattering biography of Jefferson, and a history of the political goings-on in Europe, and the Napoleonic wars, and so on...<br/><br/>Them as listened to the book, rather than reading it with eyeballs, missed out on the creative spelling. (Although Linda said that on the occassions when she had the reader spell a word for her, she was amazed.)<br/><br/>This led to discussions on the latest electronic gadgets, and the lack of a good UI for them, and then to the implantation of chips in people, and in pets. (And somehow, the way in which a cat is skinned in a high-class Chinese restaurant.)",,,1,,,0,,,,,
7061,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Alexander McCall Smith,"Smith, Alexander McCall",,"=""1400034779""","=""9781400034772""",3,3.79,Anchor Books,Paperback,235,2003,1998,2005/05/10,2008/04/12,"book-club, mystery","book-club (#46), mystery (#3)",read,"Well, it was cute. Not quite a mystery, not really a romance. Everyone's poor, but happy-go-lucky. And completely slid past the prevalence of HIV in southern Africa.",,,1,,,0,,,,,
18381,Girl in Hyacinth Blue,Susan Vreeland,"Vreeland, Susan",,"=""0755305302""","=""9780755305308""",4,3.73,Review (Headline Book Publishing),Paperback,180,2000,1999,2005/05/24,2008/03/29,book-club,book-club (#41),read,"Everyone seemed to like it. The backwards chronology was unsettling, but made the book more compelling. The details were intriguing (you got the impression that she'd done her homework). It was in general a better novel (actually, a collection of connected short stories) than was the other book on Vermeer that we'd read.",,,1,,,0,,,,,
18646,"Galileo's Daughter: A Historical Memoir of Science, Faith and Love",Dava Sobel,"Sobel, Dava",,"=""0140280553""","=""9780140280555""",4,3.75,Penguin Books (NYC),Paperback,420,2000,1999,2005/06/14,2008/03/29,book-club,book-club (#40),read,"The usual crew was there, plus Suzanne, an undergraduate religion student. Everyone loved the book, and was impressed with what was learned, both about the larger political situation and about the details of everyday life.",,,1,,,0,,,,,
960,"Angels & Demons (Robert Langdon, #1)",Dan Brown,"Brown, Dan",,"=""1416524797""","=""9781416524793""",1,3.90,Pocket Books,Mass Market Paperback,736,2006,2000,2005/06/28,2008/03/29,book-club,book-club (#39),read,"The consensus was that he'd gone over the top and set the bar of suspension of disbelief a bit too high. We spent a pleasant hour (with Bill facilitating, to break him in for next year) poking fun at the inaccuracies, implausibilities and downright unbelievabilities in the plot. (Bill did some research and found that not only do the four Bernini angels not point at each other, but that the four churches are not arranged in a cruciform.) We also noted the seeming need through the ages, both to belong to some secret society of some sort, and to uncover secrets and to hypothesize hidden conspiracies. Those who read the book on tape didn't get to see the pretty ambigrams (and couldn't see the ones in the printed books anyway). Pam promised to make enlargements of them.",,,1,,,0,,,,,
94053,River Town: Two Years on the Yangtze,Peter Hessler,"Hessler, Peter",,"=""0060855029""","=""9780060855024""",4,4.23,Harper Perennial,Paperback,432,2006,2001,2005/09/27,2008/03/29,book-club,book-club (#38),read,"A memoir of two years spent teaching English in rural China. Most everyone (even Carolyn!) liked it, with small quibbles. There was a lot of culture shock in it, but it also resonated - we could see the same things going on in China as we'd seen in other parts of the world.",,,1,,,0,,,,,
51113,The Samurai's Garden,Gail Tsukiyama,"Tsukiyama, Gail",,"=""0312144075""","=""9780312144074""",4,4.13,St. Martin's Griffin,Paperback,211,1995,1994,2005/10/25,2008/03/29,book-club,book-club (#36),read,"Most people liked the book, although conceding that it had flaws. It was judged to be a very gentle, introspective, comforting book.",,,1,,,0,,,,,
393631,An Egg on Three Sticks,Jackie Moyer Fischer,"Fischer, Jackie Moyer",,"=""0312317751""","=""9780312317751""",1,3.77,St. Martin's Griffin,Paperback,320,2004,2004,2005/11/08,2008/03/29,book-club,book-club (#35),read,,,,1,,,0,,,,,
10235,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",Tracy Kidder,"Kidder, Tracy",,"=""0812973011""","=""9780812973013""",4,4.21,Random House Trade,Paperback,333,2004,2003,2005/12/13,2008/03/29,book-club,book-club (#33),read,"A non-fiction work about Paul Farmer, who has spent decades in Haiti operating a medical clinic and trying to alleviate the poverty in the central plateau, and worked in Peru to eradicate antibiotic-resistant tuberculosis, and organized tuberculosis campaigns in Russia, and is now doing God-knows-what in Africa. The discussion took its normal, expected sidetrips into liberal diatribes (by WL's, as Farmer would call us).",,,1,,,0,,,,,
31693,Persuasion,Jane Austen,"Austen, Jane",Gillian Beer,"=""0141439688""","=""9780141439686""",5,4.14,Penguin Classics,Paperback,325,2003,1818,2006/01/10,2008/03/29,"book-club, classics","book-club (#32), classics (#7)",read,"Despite there being one or two people who would rather talk about themselves than the book (such people as Jane Austen would have gently skewered), we had a good discussion, with some who knew and loved Jane. ",,,1,,,0,,,,,
78433,The Blind Assassin,Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",3,3.95,Virago Press Ltd,Paperback,637,2001,2000,2006/01/24,2008/04/12,book-club,book-club (#45),read,"Everyone finished it, though it was mighty long. No one raved about it - some hated it, while others liked it, but thought it flawed. Some liked the puzzle strewn through the book, and appreciated the challenge of putting the pieces together, while others stumbled over the chronological jumble, or found Atwood straining too hard at being clever. And everyone agreed that none of the characters were well-rounded - nor were they anyone whom you would enjoy meeting.",,,1,,,0,,,,,
55096,The Piano Tuner,Daniel       Mason,"Mason, Daniel",,"=""1400030382""","=""9781400030385""",3,3.57,Vintage,Paperback,312,2003,2002,2006/03/14,2008/03/29,book-club,book-club (#31),read,"Another amazingly well written first novel. The author was most definitely playing with his readers, presenting them with an fuzzy filter on reality, and letting them pick and choose their own versions of the truth. And the idea of diplomacy through music, and building a common understanding with Bach is pretty appealing.",,,1,,,0,,,,,
12083,Long Day's Journey into Night,Eugene O'Neill,"O'Neill, Eugene",Harold Bloom,"=""0300093055""","=""9780300093056""",4,4.07,Yale University Press,Paperback,179,2002,1956,2006/03/28,2008/03/29,"book-club, classics, play","book-club (#30), classics (#8), play (#1)",read,"There was great disagreement about this one; whether it's worthwhile, or even interesting, to read of disfunctional families; whether O'Neill _is_ the greatest American playwright. (Ruth Ann prefers Harold Pinter, but then, she's related to him, as she had to explain when she slipped and called him 'Hank'.)",,,1,,,0,,,,,
14046,The Time Traveler's Wife,Audrey Niffenegger,"Niffenegger, Audrey",,"=""1596921536""","=""9781596921535""",4,3.97,MacAdam/Cage,Hardcover,518,2005,2003,2006/04/11,2008/03/29,book-club,book-club (#29),read,"Another first novel. (we've had a run of them this year.) Everyone enjoyed it, was confused by the Moebius strippiness of it. (You just couldn't spend much energy dwelling on the temporal paradoxes, or else your brain would end up twisted in knots.)",,,1,,,0,,,,,
4965,Year of Wonders,Geraldine Brooks,"Brooks, Geraldine",,"=""0142001430""","=""9780142001431""",3,4.01,Penguin Group,Paperback,318,2002,2001,2006/04/25,2008/03/29,book-club,book-club (#28),read,"As for the book, everyone was unanimous in disliking the tacked on, fantasy ending. Otherwise, most people found it interesting and informative. It definately showed Brooks' journalistic roots, to the point at which one suspects that she did a lot of research, and then constructed her plot so as to cram as much of it as possible into the novel. And she stumbled on the archaic language at times, and presented a rather modern voice for a 17th century narrator.",,,1,,,0,,,,,
106350,The Lady Tasting Tea: How Statistics Revolutionized Science in the Twentieth Century,David Salsburg,"Salsburg, David",,"=""0805071342""","=""9780805071344""",2,3.89,Holt Paperbacks,Paperback,352,2002,2001,2006/05/09,2008/03/29,book-club,book-club (#27),read,"Stephanie loved the book and felt inspired and instructed by it. The rest of us disliked it and found it disorganized and unsuccessful in its attempt to explain statistics in English. We found ourselves wishing for illustrative charts or diagrams, or even for equations. (We also picked out the books to request the friends to buy for next year. And our homework assignment is to pick out which we would like from the the inventory.)",,,1,,,0,,,,,
406185,A Girl Named Zippy,Haven Kimmel,"Kimmel, Haven",,"=""0767915054""","=""9780767915052""",1,3.80,Broadway Books,Paperback,283,2002,2001,2006/05/23,2008/03/29,book-club,book-club (#26),read,"Well, nobody else hated it as much as I did, but nobody loved it either. The general consensus was that any of us could have easily written this book. And, in fact, from the flood of stories that erupted from the four of us who had grown up in small towns, any one of us could have. The one person who grew up in the city got the most out of the book. He decided that, rather than being a rosy nostalgic look at middle America, it showed a dark undercurrent of violence running through small-town life.",,,1,,,0,,,,,
